CWds,QSRC,PSRC,nPedca,delay_type,P50_us,P95_us,P99_us
0,3,3,15,legacy,1637.50,13287.50,21327.50
0,4,1,15,legacy,1717.50,13602.50,21377.50
0,4,2,15,legacy,1677.50,13512.50,21582.50
0,4,3,15,legacy,1722.50,13897.50,21822.50
0,5,1,15,legacy,1627.50,13317.50,20797.50
0,5,2,15,legacy,1587.50,13247.50,21352.50
0,5,3,15,legacy,1577.50,12587.50,20142.50
1,0,1,15,legacy,1642.50,12487.50,19977.50
1,0,2,15,legacy,1692.50,13462.50,21022.50
1,0,3,15,legacy,1702.50,13642.50,21127.50
1,1,1,15,legacy,1757.50,13922.50,21587.50
1,1,2,15,legacy,1667.50,13622.50,21737.50
1,1,3,15,legacy,1612.50,13307.50,21417.50
1,2,1,15,legacy,1627.50,13097.50,20712.50
1,2,2,15,legacy,1667.50,13547.50,21342.50
1,2,3,15,legacy,1657.50,13257.50,21247.50
1,3,1,15,legacy,1662.50,13377.50,20917.50
1,3,2,15,legacy,1757.50,14167.50,21812.50
1,3,3,15,legacy,1617.50,12857.50,20352.50
1,4,1,15,legacy,1692.50,13462.50,21082.50
1,4,2,15,legacy,1702.50,13877.50,21822.50
1,4,3,15,legacy,1747.50,14132.50,22027.50
1,5,1,15,legacy,1582.50,12867.50,20567.50
1,5,2,15,legacy,1637.50,12882.50,20687.50
1,5,3,15,legacy,1582.50,12737.50,20462.50
0,0,1,5,pedca,1067.50,9057.50,17507.50
0,0,2,5,pedca,857.50,4902.50,15067.50
0,0,3,5,pedca,812.50,3577.50,10727.50
0,1,1,5,pedca,1312.50,8352.50,18852.50
0,1,2,5,pedca,1147.50,5052.50,15402.50
0,1,3,5,pedca,1147.50,5082.50,17932.50
0,2,1,5,pedca,1457.50,9907.50,21182.50
0,2,2,5,pedca,1322.50,8092.50,19827.50
0,2,3,5,pedca,1242.50,7387.50,17437.50
0,3,1,5,pedca,1637.50,11262.50,22292.50
0,3,2,5,pedca,1512.50,10562.50,22817.50
0,3,3,5,pedca,1462.50,10407.50,23757.50
0,4,1,5,pedca,1562.50,11612.50,20392.50
0,4,2,5,pedca,1527.50,11342.50,21257.50
0,4,3,5,pedca,1507.50,11472.50,22457.50
0,5,1,5,pedca,1547.50,12187.50,20122.50
0,5,2,5,pedca,1527.50,12837.50,23197.50
0,5,3,5,pedca,1507.50,12457.50,22887.50
1,0,1,5,pedca,1067.50,9057.50,17507.50
1,0,2,5,pedca,862.50,4517.50,13642.50
1,0,3,5,pedca,812.50,3602.50,9962.50
1,1,1,5,pedca,1287.50,8052.50,18277.50
1,1,2,5,pedca,1222.50,6482.50,19722.50
1,1,3,5,pedca,1172.50,4927.50,17412.50
1,2,1,5,pedca,1362.50,8367.50,18717.50
1,2,2,5,pedca,1327.50,8472.50,21792.50
1,2,3,5,pedca,1327.50,8227.50,23377.50
1,3,1,5,pedca,1557.50,10642.50,21037.50
1,3,2,5,pedca,1542.50,10862.50,23982.50
1,3,3,5,pedca,1457.50,10377.50,23182.50
1,4,1,5,pedca,1592.50,11712.50,21057.50
1,4,2,5,pedca,1577.50,11982.50,23437.50
1,4,3,5,pedca,1517.50,11362.50,21647.50
1,5,1,5,pedca,1572.50,12467.50,21172.50
1,5,2,5,pedca,1602.50,13022.50,23232.50
1,5,3,5,pedca,1482.50,11872.50,22072.50
0,0,1,15,pedca,1092.50,9502.50,18127.50
0,0,2,15,pedca,867.50,5892.50,16162.50
0,0,3,15,pedca,812.50,4142.50,15132.50
0,1,1,15,pedca,1297.50,10527.50,20942.50
0,1,2,15,pedca,1132.50,6742.50,19917.50
0,1,3,15,pedca,1087.50,5982.50,21547.50
0,2,1,15,pedca,1412.50,10242.50,22352.50
0,2,2,15,pedca,1377.50,10432.50,25627.50
0,2,3,15,pedca,1257.50,8702.50,24892.50
0,3,1,15,pedca,1487.50,10732.50,21397.50
0,3,2,15,pedca,1462.50,11122.50,25087.50
0,3,3,15,pedca,1412.50,10772.50,25527.50
0,4,1,15,pedca,1637.50,12582.50,22687.50
0,4,2,15,pedca,1582.50,12927.50,25392.50
0,4,3,15,pedca,1597.50,13257.50,28402.50
0,5,1,15,pedca,1667.50,13287.50,22872.50
0,5,2,15,pedca,1612.50,13562.50,24912.50
0,5,3,15,pedca,1572.50,12922.50,25362.50
1,0,1,15,pedca,1092.50,9502.50,18127.50
1,0,2,15,pedca,872.50,5612.50,15877.50
1,0,3,15,pedca,812.50,3912.50,13107.50
1,1,1,15,pedca,1392.50,11472.50,22422.50
1,1,2,15,pedca,1167.50,7012.50,20497.50
1,1,3,15,pedca,1112.50,5622.50,21067.50
1,2,1,15,pedca,1452.50,10527.50,22557.50
1,2,2,15,pedca,1347.50,9562.50,25212.50
1,2,3,15,pedca,1267.50,9022.50,25622.50
1,3,1,15,pedca,1572.50,11357.50,22352.50
1,3,2,15,pedca,1517.50,11362.50,25662.50
1,3,3,15,pedca,1402.50,10402.50,24907.50
1,4,1,15,pedca,1652.50,12467.50,22862.50
1,4,2,15,pedca,1627.50,13192.50,25822.50
1,4,3,15,pedca,1607.50,13387.50,28762.50
1,5,1,15,pedca,1642.50,13232.50,22797.50
1,5,2,15,pedca,1592.50,13312.50,24487.50
1,5,3,15,pedca,1567.50,13267.50,25597.50
0,0,1,30,pedca,1222.50,11512.50,19872.50
0,0,2,30,pedca,922.50,9197.50,18837.50
0,0,3,30,pedca,712.50,3192.50,11132.50
0,1,1,30,pedca,1357.50,13152.50,23652.50
0,1,2,30,pedca,1052.50,11717.50,26092.50
0,1,3,30,pedca,677.50,3657.50,14177.50
0,2,1,30,pedca,1502.50,12757.50,25322.50
0,2,2,30,pedca,1277.50,10892.50,27987.50
0,2,3,30,pedca,1212.50,11177.50,32352.50
0,3,1,30,pedca,1617.50,12647.50,25317.50
0,3,2,30,pedca,1482.50,12532.50,28872.50
0,3,3,30,pedca,1422.50,12187.50,31732.50
0,4,1,30,pedca,1672.50,13082.50,24182.50
0,4,2,30,pedca,1612.50,13527.50,28612.50
0,4,3,30,pedca,1567.50,13917.50,31752.50
0,5,1,30,pedca,1617.50,12937.50,22497.50
0,5,2,30,pedca,1592.50,13612.50,26122.50
0,5,3,30,pedca,1547.50,13337.50,26607.50
1,0,1,30,pedca,1222.50,11512.50,19872.50
1,0,2,30,pedca,912.50,8867.50,18327.50
1,0,3,30,pedca,732.50,3377.50,12257.50
1,1,1,30,pedca,1447.50,13957.50,24557.50
1,1,2,30,pedca,1112.50,12382.50,27187.50
1,1,3,30,pedca,802.50,5132.50,20632.50
1,2,1,30,pedca,1502.50,12037.50,24127.50
1,2,2,30,pedca,1342.50,11982.50,28897.50
1,2,3,30,pedca,1257.50,11537.50,33372.50
1,3,1,30,pedca,1582.50,12227.50,24187.50
1,3,2,30,pedca,1487.50,12627.50,29157.50
1,3,3,30,pedca,1352.50,11587.50,30972.50
1,4,1,30,pedca,1722.50,13207.50,24117.50
1,4,2,30,pedca,1567.50,13117.50,27522.50
1,4,3,30,pedca,1562.50,13637.50,30352.50
1,5,1,30,pedca,1567.50,12677.50,22077.50
1,5,2,30,pedca,1737.50,14832.50,27627.50
1,5,3,30,pedca,1632.50,14422.50,28762.50
